account_id,customer_id,account_type,currency,balance,credit_limit,opened_date,closed_date,account_status,branch_code,last_updated_ts
ACC00000208,CUST000467,CURRENT,GBP,419999.64,0,2016-09-07,,ACTIVE,BR673,2024-10-08 21:35:00+00:00
ACC00000209,CUST000452,SAVINGS,EUR,126177.01,50000,2023-03-26,,DORMANT,BR997,2025-05-30 09:40:00+00:00
ACC00000210,CUST000276,SAVINGS,GBP,251287.19,25000,2017-12-28,,ACTIVE,BR295,2025-03-26 03:48:00+00:00
ACC00000211,CUST000499,CURRENT,USD,57525.57,5000,2022-12-04,,ACTIVE,BR491,2024-07-05 15:00:00+00:00
ACC00000212,CUST000423,SAVINGS,USD,377062.77,0,2016-02-22,,ACTIVE,BR483,2024-11-22 16:30:00+00:00
ACC00000213,CUST000207,LOAN,GBP,470378.23,0,2024-06-24,,ACTIVE,BR283,2025-05-22 05:11:00+00:00
ACC00000214,CUST000317,CURRENT,GBP,221612.13,10000,2026-02-11,,ACTIVE,BR865,2024-03-08 13:43:00+00:00
ACC00000215,CUST000414,CURRENT,GBP,284079.82,5000,2023-07-03,,ACTIVE,BR110,2024-11-07 03:59:00+00:00
ACC00000216,CUST000162,LOAN,USD,-2367.23,25000,2018-10-28,,ACTIVE,BR300,2025-03-29 10:40:00+00:00
ACC00000217,CUST000121,CURRENT,GBP,166185.05,10000,2023-05-16,,ACTIVE,BR552,2025-12-04 17:52:00+00:00
ACC00000218,CUST000273,CURRENT,GBP,114229.15,5000,2017-07-16,,ACTIVE,BR469,2024-07-06 06:49:00+00:00
ACC00000219,CUST000188,CURRENT,USD,371607.83,5000,2022-07-31,,ACTIVE,BR638,2024-04-21 07:13:00+00:00
ACC00000220,CUST000276,CURRENT,USD,288704.88,0,2020-08-08,,ACTIVE,BR299,2024-11-10 16:19:00+00:00
ACC00000221,CUST000373,INVESTMENT,USD,355896.8,50000,2017-08-23,,ACTIVE,BR105,2024-11-23 16:30:00+00:00
ACC00000222,CUST000181,INVESTMENT,GBP,468457.41,5000,2021-07-04,,ACTIVE,BR700,2024-04-15 21:19:00+00:00
ACC00000223,CUST000227,CURRENT,GBP,331087.88,25000,2021-09-16,,ACTIVE,BR417,2025-09-16 06:36:00+00:00
ACC00000224,CUST000480,SAVINGS,GBP,421470.36,0,2025-11-01,,ACTIVE,BR436,2025-11-19 04:20:00+00:00
ACC00000225,CUST000001,CURRENT,GBP,113088.14,50000,2021-08-01,,ACTIVE,BR196,2024-06-09 06:49:00+00:00
ACC00000226,CUST000018,CURRENT,GBP,146096.81,0,2020-12-08,2024-08-25,ACTIVE,BR477,2025-02-09 05:54:00+00:00
ACC00000227,CUST000143,SAVINGS,GBP,331795.8,25000,2019-10-12,2020-04-17,CLOSED,BR359,2024-06-10 19:42:00+00:00
ACC00000228,CUST000009,CURRENT,GBP,406615.01,10000,2015-01-19,,ACTIVE,BR614,2024-06-09 10:33:00+00:00
ACC00000229,CUST000068,CURRENT,USD,284246.7,25000,2023-10-30,,ACTIVE,BR113,2025-04-30 20:38:00+00:00
ACC00000230,CUST000446,SAVINGS,GBP,65685.6,0,2019-11-17,,CLOSED,BR721,2026-03-18 13:49:00+00:00
ACC00000231,CUST000004,CURRENT,GBP,185721.19,50000,2021-11-02,,ACTIVE,BR379,2026-01-13 08:14:00+00:00
ACC00000232,CUST000493,CURRENT,USD,367443.72,0,2015-10-18,,ACTIVE,BR134,2024-09-26 15:59:00+00:00
ACC00000233,CUST000108,SAVINGS,EUR,48139.6,0,2025-05-21,,ACTIVE,BR762,2026-05-04 09:23:00+00:00
ACC00000234,CUST000158,INVESTMENT,USD,255808.17,25000,2025-12-13,,ACTIVE,BR381,2024-05-28 09:21:00+00:00
ACC00000235,CUST000386,CURRENT,GBP,92240.41,5000,2016-04-16,,ACTIVE,BR757,2026-01-14 11:53:00+00:00
ACC00000236,CUST000472,SAVINGS,GBP,388167.5,5000,2022-12-24,,ACTIVE,BR590,2026-02-02 10:28:00+00:00
ACC00000237,CUST000412,CURRENT,USD,224426.34,10000,2015-02-18,,ACTIVE,BR507,2024-11-11 13:36:00+00:00
ACC00000238,CUST000460,LOAN,GBP,69009.39,5000,2025-04-29,,ACTIVE,BR144,2025-02-06 13:00:00+00:00
ACC00000239,CUST000256,SAVINGS,GBP,209974.53,5000,2022-05-15,,CLOSED,BR812,2026-02-19 12:03:00+00:00
ACC00000240,CUST000286,SAVINGS,GBP,203086.74,0,2021-09-10,,ACTIVE,BR821,2025-02-22 11:41:00+00:00
ACC00000241,CUST000286,CURRENT,USD,41585.55,0,2022-12-09,,ACTIVE,BR359,2026-04-04 04:29:00+00:00
ACC00000242,CUST000048,CURRENT,USD,209567.8,25000,2017-05-27,,ACTIVE,BR380,2026-02-24 08:01:00+00:00
ACC00000243,CUST000231,LOAN,USD,60681.98,0,2015-02-12,,ACTIVE,BR740,2026-04-18 22:12:00+00:00
ACC00000244,CUST000079,CURRENT,GBP,103466.12,0,2022-11-04,,ACTIVE,BR158,2024-08-01 21:45:00+00:00
ACC00000245,CUST000133,SAVINGS,GBP,34426.71,10000,2019-03-06,,CLOSED,BR685,2024-09-19 09:53:00+00:00
ACC00000246,CUST000445,CURRENT,GBP,336795.33,5000,2024-01-07,,ACTIVE,BR943,2025-01-17 00:20:00+00:00
ACC00000247,CUST000125,SAVINGS,GBP,198390.62,0,2022-12-14,,ACTIVE,BR131,2025-03-13 12:20:00+00:00
ACC00000248,CUST000129,CURRENT,USD,277279.07,5000,2015-03-14,,ACTIVE,BR983,2025-07-25 17:47:00+00:00
ACC00000249,CUST000151,SAVINGS,GBP,388306.48,0,2017-04-10,,ACTIVE,BR835,2024-07-23 06:39:00+00:00
ACC00000250,CUST000286,SAVINGS,GBP,435367.47,5000,2024-08-30,,DORMANT,BR582,2025-05-30 14:54:00+00:00
ACC00000251,CUST000285,SAVINGS,GBP,290073.41,5000,2026-01-13,,ACTIVE,BR722,2024-10-07 03:04:00+00:00
ACC00000252,CUST000109,SAVINGS,GBP,316412.88,0,2019-06-07,,CLOSED,BR747,2024-09-05 05:20:00+00:00
ACC00000253,CUST000039,INVESTMENT,GBP,498238.45,25000,2016-11-25,,ACTIVE,BR565,2026-01-10 15:46:00+00:00
ACC00000254,CUST000163,CURRENT,GBP,342954.02,50000,2018-06-13,,ACTIVE,BR602,2025-08-30 15:02:00+00:00
ACC00000255,CUST000242,CURRENT,GBP,473649.12,0,2024-03-18,,ACTIVE,BR277,2026-03-10 21:24:00+00:00
ACC00000256,CUST000245,CURRENT,GBP,364517.07,10000,2017-10-11,,ACTIVE,BR584,2025-12-05 22:31:00+00:00
ACC00000257,CUST000450,CURRENT,GBP,205545.79,10000,2025-12-06,,ACTIVE,BR867,2024-09-12 08:38:00+00:00
ACC00000258,CUST000352,CURRENT,GBP,77235.6,50000,2015-02-26,,ACTIVE,BR995,2025-08-23 12:03:00+00:00
ACC00000259,CUST000410,SAVINGS,GBP,250421.87,5000,2018-06-28,,ACTIVE,BR763,2024-04-13 01:40:00+00:00
ACC00000260,CUST000048,SAVINGS,USD,239806.02,50000,2020-08-11,,ACTIVE,BR868,2024-12-16 08:34:00+00:00
ACC00000261,CUST000322,CURRENT,USD,226144.96,5000,2020-01-27,,DORMANT,BR658,2025-01-13 14:59:00+00:00
ACC00000262,CUST000019,SAVINGS,GBP,483856.06,50000,2025-07-22,,ACTIVE,BR926,2024-10-18 03:30:00+00:00
ACC00000263,CUST000405,CURRENT,GBP,254158.67,25000,2023-11-13,,ACTIVE,BR206,2024-05-17 23:04:00+00:00
ACC00000264,CUST000191,CURRENT,GBP,262216.26,25000,2023-05-25,,ACTIVE,BR139,2024-11-28 23:26:00+00:00
ACC00000265,CUST000391,SAVINGS,GBP,345707.71,0,2021-09-17,2026-02-04,ACTIVE,BR478,2026-04-24 04:55:00+00:00
ACC00000266,CUST000461,CURRENT,GBP,224993.35,5000,2023-03-05,,DORMANT,BR129,2024-06-03 18:19:00+00:00
ACC00000267,CUST000168,SAVINGS,USD,11466.73,5000,2024-08-09,,ACTIVE,BR727,2025-08-10 06:35:00+00:00
ACC00000268,CUST000440,LOAN,GBP,74204.05,0,2019-02-01,,ACTIVE,BR830,2024-03-31 14:15:00+00:00
ACC00000269,CUST000218,CURRENT,USD,277308.48,10000,2021-01-16,,ACTIVE,BR256,2024-12-01 18:34:00+00:00
ACC00000270,CUST000466,SAVINGS,USD,460457.16,10000,2017-06-09,,ACTIVE,BR822,2026-02-20 21:16:00+00:00
ACC00000271,CUST000061,CURRENT,GBP,54976.86,5000,2024-11-01,,ACTIVE,BR853,2025-07-24 16:52:00+00:00
ACC00000272,CUST000386,INVESTMENT,GBP,425420.49,0,2024-11-08,,ACTIVE,BR281,2024-10-25 22:01:00+00:00
ACC00000273,CUST000374,CURRENT,EUR,50719.76,25000,2018-08-18,,ACTIVE,BR991,2024-05-23 02:55:00+00:00
ACC00000274,CUST000425,SAVINGS,GBP,181640.91,10000,2018-02-19,,ACTIVE,BR971,2026-03-15 22:45:00+00:00
ACC00000275,CUST000465,CURRENT,GBP,141243.24,0,2022-12-07,,ACTIVE,BR234,2026-01-26 10:54:00+00:00
ACC00000276,CUST000317,SAVINGS,GBP,259002.64,25000,2024-09-25,,ACTIVE,BR184,2025-01-04 14:47:00+00:00
ACC00000277,CUST000317,SAVINGS,GBP,54459.82,5000,2015-02-17,,ACTIVE,BR529,2024-08-07 05:20:00+00:00
ACC00000278,CUST000028,LOAN,GBP,148986.92,25000,2023-01-21,,DORMANT,BR954,2025-04-24 07:29:00+00:00
ACC00000279,CUST000263,CURRENT,GBP,184102.18,5000,2019-06-14,,CLOSED,BR966,2025-01-05 10:12:00+00:00
ACC00000280,CUST000160,CURRENT,USD,143460.55,0,2017-06-25,,CLOSED,BR222,2025-11-24 22:16:00+00:00
ACC00000281,CUST000283,CURRENT,USD,9128.78,10000,2019-04-02,,DORMANT,BR157,2024-09-18 19:47:00+00:00
ACC00000282,CUST000164,CURRENT,GBP,67149.04,50000,2021-05-22,,ACTIVE,BR554,2024-01-24 04:07:00+00:00
ACC00000283,CUST000349,SAVINGS,GBP,390815.21,10000,2015-11-26,,ACTIVE,BR752,2025-10-19 13:27:00+00:00
ACC00000284,CUST000077,CURRENT,GBP,207987.27,0,2017-12-31,,ACTIVE,BR827,2025-02-09 15:51:00+00:00
ACC00000285,CUST000337,CURRENT,GBP,468094.43,0,2023-11-07,,DORMANT,BR163,2024-02-19 16:03:00+00:00
ACC00000286,CUST000499,INVESTMENT,USD,149107.8,5000,2024-06-11,,ACTIVE,BR421,2025-06-08 11:01:00+00:00
ACC00000287,CUST000486,SAVINGS,GBP,138158.56,25000,2022-06-06,,ACTIVE,BR199,2025-08-02 13:02:00+00:00
ACC00000288,CUST000377,SAVINGS,GBP,87453.95,10000,2015-09-16,,ACTIVE,BR978,2025-05-31 10:50:00+00:00
ACC00000289,CUST000288,SAVINGS,GBP,368528.46,50000,2018-08-06,,ACTIVE,BR657,2025-07-05 15:18:00+00:00
ACC00000290,CUST000046,SAVINGS,GBP,-3946.69,25000,2019-06-19,,ACTIVE,BR384,2025-08-11 10:40:00+00:00
ACC00000291,CUST000216,CURRENT,GBP,271506.34,0,2025-10-01,,ACTIVE,BR973,2024-03-09 23:04:00+00:00
ACC00000292,CUST000394,SAVINGS,GBP,29120.09,50000,2020-12-17,,ACTIVE,BR298,2025-08-01 02:35:00+00:00
ACC00000293,CUST000075,CURRENT,GBP,17564.65,50000,2017-08-31,,ACTIVE,BR770,2026-03-10 03:34:00+00:00
ACC00000294,CUST000169,CURRENT,GBP,237994.1,5000,2024-06-11,,ACTIVE,BR728,2024-06-11 16:54:00+00:00
ACC00000295,CUST000238,CURRENT,GBP,151399.45,10000,2025-12-20,,DORMANT,BR855,2024-03-30 18:59:00+00:00
ACC00000296,CUST000373,INVESTMENT,GBP,223449.09,0,2026-02-11,,CLOSED,BR117,2025-04-24 19:41:00+00:00
ACC00000297,CUST000275,CURRENT,GBP,165600.74,50000,2017-11-09,,ACTIVE,BR440,2024-07-14 02:49:00+00:00
ACC00000298,CUST000132,LOAN,USD,185539.34,10000,2022-04-15,,ACTIVE,BR957,2025-12-01 13:52:00+00:00
ACC00000299,CUST000200,CURRENT,GBP,416402.29,25000,2023-12-20,,ACTIVE,BR788,2024-10-10 14:28:00+00:00
ACC00000300,CUST000218,CURRENT,GBP,416010.15,5000,2026-04-04,2020-10-28,ACTIVE,BR968,2026-01-26 04:41:00+00:00
ACC00000301,CUST000349,INVESTMENT,USD,62068.85,10000,2023-09-21,,ACTIVE,BR424,2024-12-04 02:11:00+00:00
ACC00000302,CUST000382,CURRENT,USD,64953.75,5000,2017-12-12,,ACTIVE,BR826,2025-10-25 18:21:00+00:00
ACC00000303,CUST000241,CURRENT,GBP,316412.43,10000,2017-06-17,,ACTIVE,BR273,2025-04-09 16:49:00+00:00
ACC00000304,CUST000100,SAVINGS,GBP,379647.78,25000,2017-06-02,,CLOSED,BR700,2025-12-10 23:52:00+00:00
ACC00000305,CUST000198,CURRENT,EUR,331946.48,0,2015-06-23,,ACTIVE,BR839,2025-03-18 00:25:00+00:00
ACC00000306,CUST000286,SAVINGS,GBP,70236.21,10000,2017-10-30,,ACTIVE,BR475,2025-08-11 09:00:00+00:00
ACC00000307,CUST000281,CURRENT,USD,362571.4,0,2018-06-28,,ACTIVE,BR628,2025-09-30 12:01:00+00:00
ACC00000308,CUST000499,SAVINGS,EUR,40104.07,50000,2022-09-20,,CLOSED,BR114,2024-01-09 07:20:00+00:00
ACC00000309,CUST000263,CURRENT,GBP,310509.07,50000,2026-03-20,,ACTIVE,BR780,2025-03-13 04:16:00+00:00
ACC00000310,CUST000122,CURRENT,USD,309912.68,25000,2015-04-22,,ACTIVE,BR512,2024-08-16 18:43:00+00:00
ACC00000311,CUST000134,CURRENT,GBP,190553.74,25000,2020-04-21,,ACTIVE,BR526,2026-02-25 10:34:00+00:00
ACC00000312,CUST000216,CURRENT,GBP,449623.43,50000,2016-03-02,,ACTIVE,BR957,2025-04-13 20:42:00+00:00
ACC00000313,CUST000343,CURRENT,GBP,166193.93,5000,2022-09-03,,ACTIVE,BR783,2024-07-24 18:59:00+00:00
ACC00000314,CUST000289,SAVINGS,GBP,18138.96,50000,2024-08-20,,ACTIVE,BR785,2024-12-29 22:55:00+00:00
ACC00000315,CUST000057,SAVINGS,USD,333574.14,50000,2015-03-07,,ACTIVE,BR162,2025-08-13 04:12:00+00:00
ACC00000316,CUST000207,CURRENT,USD,218763.58,0,2024-09-28,,ACTIVE,BR166,2026-03-02 04:13:00+00:00
ACC00000317,CUST000183,CURRENT,EUR,135074.43,5000,2025-10-08,,ACTIVE,BR297,2024-11-11 05:06:00+00:00
ACC00000318,CUST000096,SAVINGS,USD,39707.6,0,2021-06-29,,DORMANT,BR944,2024-01-27 17:38:00+00:00
ACC00000319,CUST000173,CURRENT,GBP,78635.46,50000,2021-04-30,2025-11-07,ACTIVE,BR879,2024-02-10 04:34:00+00:00
ACC00000320,CUST000328,CURRENT,GBP,7526.07,0,2025-11-24,,ACTIVE,BR613,2024-12-22 02:20:00+00:00
ACC00000321,CUST000385,CURRENT,GBP,313205.15,10000,2016-11-07,,ACTIVE,BR251,2024-11-18 07:42:00+00:00
ACC00000322,CUST000085,CURRENT,GBP,384655.55,5000,2024-08-14,,ACTIVE,BR846,2024-08-01 06:19:00+00:00
ACC00000323,CUST000175,CURRENT,GBP,150968.28,25000,2020-07-22,2020-04-04,ACTIVE,BR373,2024-06-16 13:17:00+00:00
ACC00000324,CUST000411,CURRENT,GBP,320805.64,5000,2018-06-03,,ACTIVE,BR185,2024-08-26 06:49:00+00:00
ACC00000325,CUST000402,CURRENT,GBP,320176.67,50000,2019-03-11,,ACTIVE,BR276,2024-12-29 00:08:00+00:00
ACC00000326,CUST000312,SAVINGS,GBP,38001.78,0,2020-08-05,,ACTIVE,BR554,2025-03-26 03:53:00+00:00
ACC00000327,CUST000221,SAVINGS,USD,477360.0,0,2021-04-22,,ACTIVE,BR145,2025-01-19 00:28:00+00:00
ACC00000328,CUST000463,CURRENT,GBP,268626.34,5000,2017-07-31,,CLOSED,BR382,2026-01-31 23:13:00+00:00
ACC00000329,CUST000117,CURRENT,GBP,377595.66,10000,2020-11-28,2021-07-21,ACTIVE,BR723,2025-01-24 01:28:00+00:00
ACC00000330,CUST000343,SAVINGS,USD,478432.87,25000,2020-07-19,,DORMANT,BR303,2025-03-25 12:12:00+00:00
ACC00000331,CUST000078,LOAN,GBP,258485.66,10000,2024-08-16,,ACTIVE,BR805,2024-07-29 12:37:00+00:00
ACC00000332,CUST000365,CURRENT,GBP,374032.08,5000,2019-06-14,,ACTIVE,BR617,2026-04-14 03:05:00+00:00
ACC00000333,CUST000043,CURRENT,GBP,248832.59,5000,2025-08-18,,CLOSED,BR519,2024-06-28 16:58:00+00:00
ACC00000334,CUST000370,CURRENT,GBP,4425.36,25000,2017-04-24,,ACTIVE,BR277,2025-08-15 23:33:00+00:00
ACC00000335,CUST000122,SAVINGS,USD,327418.48,5000,2026-04-08,,ACTIVE,BR750,2024-05-04 05:48:00+00:00
ACC00000336,CUST000311,SAVINGS,GBP,263589.02,0,2019-01-24,,ACTIVE,BR864,2024-08-02 03:31:00+00:00
ACC00000337,CUST000074,CURRENT,USD,481000.27,5000,2019-03-26,,ACTIVE,BR962,2026-01-28 19:22:00+00:00
ACC00000338,CUST000417,SAVINGS,USD,133856.08,50000,2018-05-03,,ACTIVE,BR957,2026-02-06 10:26:00+00:00
ACC00000339,CUST000144,INVESTMENT,GBP,98931.52,25000,2020-02-23,,ACTIVE,BR103,2024-07-14 06:05:00+00:00
ACC00000340,CUST000172,CURRENT,GBP,413993.73,10000,2017-09-13,,ACTIVE,BR418,2026-03-29 16:23:00+00:00
ACC00000341,CUST000403,CURRENT,GBP,418653.31,5000,2017-12-19,,DORMANT,BR380,2025-05-04 08:32:00+00:00
ACC00000342,CUST000153,CURRENT,USD,287674.14,10000,2024-01-01,,ACTIVE,BR674,2024-04-24 14:01:00+00:00
ACC00000343,CUST000236,INVESTMENT,USD,37747.21,10000,2015-11-11,,ACTIVE,BR459,2024-01-08 12:51:00+00:00
ACC00000344,CUST000166,SAVINGS,EUR,264439.65,0,2021-02-21,,ACTIVE,BR220,2025-03-06 12:54:00+00:00
ACC00000345,CUST000371,CURRENT,GBP,156817.74,50000,2019-04-24,,ACTIVE,BR449,2024-04-12 11:23:00+00:00
ACC00000346,CUST000106,LOAN,USD,292390.98,25000,2018-04-12,,ACTIVE,BR577,2024-11-13 02:27:00+00:00
ACC00000347,CUST000274,CURRENT,USD,243193.89,10000,2024-07-24,,ACTIVE,BR681,2025-10-29 09:14:00+00:00
ACC00000348,CUST000376,LOAN,USD,466593.64,0,2015-05-25,,ACTIVE,BR956,2025-12-19 02:41:00+00:00
ACC00000349,CUST000275,SAVINGS,EUR,166678.06,5000,2019-06-24,,ACTIVE,BR813,2025-10-21 12:56:00+00:00
ACC00000350,CUST000312,CURRENT,EUR,86156.54,10000,2017-01-14,,DORMANT,BR188,2025-04-27 00:17:00+00:00
ACC00000351,CUST000497,CURRENT,USD,7148.75,10000,2016-02-22,,ACTIVE,BR679,2026-01-17 20:57:00+00:00
ACC00000352,CUST000348,SAVINGS,GBP,261590.39,5000,2023-07-13,,ACTIVE,BR574,2024-11-27 01:09:00+00:00
ACC00000353,CUST000335,INVESTMENT,GBP,187915.55,5000,2024-02-19,,ACTIVE,BR190,2024-09-11 05:36:00+00:00
ACC00000354,CUST000189,SAVINGS,GBP,40967.67,50000,2021-11-15,,ACTIVE,BR219,2024-01-10 04:33:00+00:00
ACC00000355,CUST000454,CURRENT,GBP,489791.99,0,2020-03-10,,ACTIVE,BR192,2024-06-08 04:44:00+00:00
ACC00000356,CUST000264,CURRENT,USD,268598.53,5000,2019-12-22,,ACTIVE,BR286,2025-04-26 01:03:00+00:00
ACC00000357,CUST000128,CURRENT,USD,139102.62,5000,2022-07-16,,ACTIVE,BR847,2025-09-02 06:55:00+00:00
ACC00000358,CUST000031,SAVINGS,USD,87247.81,50000,2024-07-22,,ACTIVE,BR188,2026-01-27 21:18:00+00:00
ACC00000359,CUST000101,CURRENT,GBP,382993.87,25000,2025-09-30,,DORMANT,BR290,2025-01-15 19:26:00+00:00
ACC00000360,CUST000349,LOAN,USD,72884.82,50000,2016-05-17,,ACTIVE,BR425,2026-04-23 05:26:00+00:00
ACC00000361,CUST000136,CURRENT,EUR,475843.19,10000,2024-07-30,,ACTIVE,BR705,2024-06-25 05:59:00+00:00
ACC00000362,CUST000233,CURRENT,USD,337697.33,5000,2016-02-28,,ACTIVE,BR741,2025-06-15 04:47:00+00:00
ACC00000363,CUST000473,CURRENT,USD,24751.44,25000,2021-10-28,,ACTIVE,BR120,2026-04-08 21:11:00+00:00
ACC00000364,CUST000034,CURRENT,GBP,480367.28,0,2017-06-20,,ACTIVE,BR885,2025-01-08 03:50:00+00:00
ACC00000365,CUST000331,INVESTMENT,GBP,86636.21,0,2021-01-14,,ACTIVE,BR273,2024-06-15 00:31:00+00:00
ACC00000366,CUST000332,CURRENT,GBP,355216.81,25000,2023-02-26,,ACTIVE,BR907,2024-07-27 09:25:00+00:00
ACC00000367,CUST000457,CURRENT,USD,145502.29,0,2021-04-17,2025-09-25,ACTIVE,BR110,2025-10-02 11:58:00+00:00
ACC00000368,CUST000181,SAVINGS,GBP,44865.83,5000,2022-11-15,,ACTIVE,BR322,2024-09-28 19:20:00+00:00
ACC00000369,CUST000054,SAVINGS,GBP,66942.58,0,2024-05-17,,ACTIVE,BR753,2024-01-30 00:21:00+00:00
ACC00000370,CUST000147,CURRENT,GBP,445970.57,5000,2020-07-16,,DORMANT,BR483,2024-01-30 15:02:00+00:00
ACC00000371,CUST000442,INVESTMENT,GBP,125256.82,5000,2022-03-05,,ACTIVE,BR571,2026-01-22 04:58:00+00:00
ACC00000372,CUST000194,LOAN,USD,470496.65,5000,2016-01-25,,ACTIVE,BR183,2025-02-21 01:34:00+00:00
ACC00000373,CUST000490,INVESTMENT,GBP,449248.26,0,2019-01-28,,DORMANT,BR998,2025-01-21 19:46:00+00:00
ACC00000374,CUST000255,CURRENT,GBP,21198.45,5000,2015-12-01,,ACTIVE,BR841,2025-06-21 05:10:00+00:00
ACC00000375,CUST000355,CURRENT,EUR,116009.6,50000,2015-01-05,,ACTIVE,BR352,2024-04-12 00:22:00+00:00
ACC00000376,CUST000452,CURRENT,GBP,296487.33,50000,2016-03-03,,ACTIVE,BR415,2024-08-16 02:26:00+00:00
ACC00000377,CUST000243,SAVINGS,EUR,114428.01,5000,2022-03-19,,ACTIVE,BR957,2024-03-08 03:30:00+00:00
ACC00000378,CUST000299,CURRENT,GBP,251853.74,5000,2019-10-03,,ACTIVE,BR797,2025-04-20 13:54:00+00:00
ACC00000379,CUST000045,CURRENT,GBP,249732.73,50000,2021-05-26,,ACTIVE,BR757,2025-07-03 14:08:00+00:00
ACC00000380,CUST000100,SAVINGS,GBP,474425.31,0,2025-08-03,,ACTIVE,BR985,2025-09-09 20:00:00+00:00
ACC00000381,CUST000484,SAVINGS,USD,130990.2,25000,2021-04-14,,CLOSED,BR295,2024-11-14 15:30:00+00:00
ACC00000382,CUST000281,INVESTMENT,GBP,155759.91,25000,2017-04-05,,ACTIVE,BR865,2024-09-20 04:20:00+00:00
ACC00000383,CUST000357,LOAN,GBP,274326.15,10000,2024-08-30,,ACTIVE,BR873,2025-11-03 17:23:00+00:00
ACC00000384,CUST000020,SAVINGS,USD,28056.4,5000,2019-02-23,2020-02-14,ACTIVE,BR855,2025-09-20 21:45:00+00:00
ACC00000385,CUST000462,SAVINGS,GBP,9597.75,5000,2020-08-28,,CLOSED,BR235,2024-04-08 15:31:00+00:00
ACC00000386,CUST000153,CURRENT,USD,314938.35,5000,2026-01-07,,CLOSED,BR417,2026-02-05 18:12:00+00:00
ACC00000387,CUST000245,CURRENT,USD,456436.22,25000,2023-02-26,,ACTIVE,BR154,2024-05-08 07:32:00+00:00
ACC00000388,CUST000373,SAVINGS,GBP,4404.53,5000,2022-07-01,,ACTIVE,BR488,2024-05-12 04:14:00+00:00
ACC00000389,CUST000010,CURRENT,USD,274808.01,50000,2021-10-29,,DORMANT,BR822,2025-11-06 02:47:00+00:00
ACC00000390,CUST000343,CURRENT,GBP,291017.21,5000,2017-07-02,,ACTIVE,BR393,2024-04-07 22:25:00+00:00
ACC00000391,CUST000178,INVESTMENT,GBP,46262.26,10000,2017-03-04,,ACTIVE,BR282,2024-10-16 19:06:00+00:00
ACC00000392,CUST000152,SAVINGS,GBP,380304.04,10000,2015-04-22,,ACTIVE,BR385,2024-09-12 07:16:00+00:00
ACC00000393,CUST000498,CURRENT,EUR,324033.21,50000,2017-12-03,,ACTIVE,BR243,2024-07-08 23:42:00+00:00
ACC00000394,CUST000490,SAVINGS,USD,58413.53,25000,2022-06-06,,ACTIVE,BR678,2024-11-04 10:45:00+00:00
ACC00000395,CUST000138,CURRENT,USD,281964.05,5000,2023-02-01,,ACTIVE,BR423,2025-04-18 21:37:00+00:00
ACC00000396,CUST000032,SAVINGS,USD,220221.04,10000,2023-02-08,,DORMANT,BR523,2025-06-16 16:36:00+00:00
ACC00000397,CUST000129,INVESTMENT,GBP,422370.32,25000,2023-05-03,,ACTIVE,BR331,2024-09-30 04:20:00+00:00
ACC00000398,CUST000194,LOAN,USD,247718.35,0,2020-05-05,,ACTIVE,BR955,2025-03-08 11:42:00+00:00
ACC00000399,CUST000500,CURRENT,USD,390355.2,10000,2021-03-10,,ACTIVE,BR292,2024-05-28 18:47:00+00:00
ACC00000400,CUST000496,SAVINGS,GBP,66895.35,25000,2019-09-17,,FROZEN,BR379,2024-02-05 23:57:00+00:00
ACC00000401,CUST000473,LOAN,GBP,267922.08,25000,2023-08-13,,ACTIVE,BR304,2026-03-29 12:40:00+00:00
ACC00000402,CUST000475,CURRENT,GBP,79935.11,5000,2016-12-15,,ACTIVE,BR281,2024-02-19 06:11:00+00:00
ACC00000403,CUST000113,LOAN,GBP,118806.55,25000,2017-05-21,,CLOSED,BR402,2024-01-15 04:40:00+00:00
ACC00000404,CUST000171,CURRENT,USD,476069.38,25000,2017-12-04,,ACTIVE,BR365,2024-02-04 07:10:00+00:00
ACC00000405,CUST000197,SAVINGS,GBP,480482.82,25000,2017-09-12,2025-07-16,ACTIVE,BR814,2025-02-10 10:00:00+00:00
ACC00000406,CUST000069,SAVINGS,USD,275351.89,50000,2015-12-03,,ACTIVE,BR550,2025-08-08 15:30:00+00:00
ACC00000407,CUST000365,CURRENT,GBP,16105.0,50000,2019-04-10,,ACTIVE,BR370,2024-12-18 06:40:00+00:00
ACC00000408,CUST000261,CURRENT,GBP,405385.08,25000,2019-04-30,,ACTIVE,BR194,2026-04-16 18:25:00+00:00
ACC00000409,CUST000339,CURRENT,GBP,480362.79,5000,2024-12-30,,ACTIVE,BR601,2025-04-07 06:29:00+00:00
ACC00000410,CUST000437,LOAN,GBP,308468.61,25000,2017-03-19,,DORMANT,BR463,2025-09-28 08:34:00+00:00
ACC00000411,CUST000344,SAVINGS,USD,324794.72,0,2016-09-05,,ACTIVE,BR692,2025-03-26 03:47:00+00:00
ACC00000412,CUST000209,CURRENT,GBP,79527.75,25000,2022-09-10,,ACTIVE,BR472,2024-10-13 20:49:00+00:00
ACC00000413,CUST000287,CURRENT,USD,25388.39,25000,2021-10-05,,ACTIVE,BR457,2025-06-10 10:21:00+00:00
ACC00000414,CUST000214,SAVINGS,USD,460514.41,0,2025-08-20,,ACTIVE,BR890,2024-07-09 08:21:00+00:00
ACC00000415,CUST000157,SAVINGS,USD,133017.98,10000,2019-07-13,,ACTIVE,BR757,2026-04-06 15:49:00+00:00
