transaction_id,account_id,transaction_date,value_date,transaction_type,amount,currency,merchant_category_code,counterparty_id,channel,reference,last_updated_ts
TXN0000000531,ACC00000683,2025-12-13 12:34:00+00:00,2024-01-25 19:45:00+00:00,DEBIT,1154.93,USD,3924,CP6993,ONLINE,REFOZY8OOGBPF,2025-03-28 11:58:00+00:00
TXN0000000532,ACC00000496,2025-01-28 05:39:00+00:00,2025-06-16 00:20:00+00:00,CREDIT,834.07,USD,5358,CP4080,ATM,REF2L9ICO4F0K,2025-07-16 09:32:00+00:00
TXN0000000533,ACC00000686,2024-12-28 18:53:00+00:00,2025-07-29 15:30:00+00:00,DEBIT,83.41,USD,1177,CP2420,POS,REFSMRVX9K1KK,2025-05-25 22:26:00+00:00
TXN0000000534,ACC00000758,2024-04-06 04:20:00+00:00,2024-03-28 10:20:00+00:00,CREDIT,626.83,USD,9281,CP2129,POS,REFPYULPBQ3JK,2026-04-26 02:04:00+00:00
TXN0000000535,ACC00000745,2025-04-03 06:19:00+00:00,2025-12-20 11:38:00+00:00,DEBIT,949.34,GBP,7216,CP4611,ATM,REFLQJEXGFVCT,2024-06-07 20:36:00+00:00
TXN0000000536,ACC00000243,2025-09-23 16:37:00+00:00,2025-11-22 21:50:00+00:00,DEBIT,753.22,GBP,3686,CP7190,ONLINE,REFN9V7SCZM3Z,2025-05-04 19:49:00+00:00
TXN0000000537,ACC00000306,2025-08-02 05:21:00+00:00,2025-12-11 01:49:00+00:00,CREDIT,756.97,EUR,9068,CP6007,BRANCH,REFVLCSPU3QT7,2024-10-30 06:10:00+00:00
TXN0000000538,ACC00000455,2024-11-29 07:38:00+00:00,2025-10-17 12:44:00+00:00,CREDIT,822.36,EUR,1930,CP4223,ONLINE,REFC0YP1USAZN,2025-01-09 10:34:00+00:00
TXN0000000539,ACC00000128,2024-10-06 21:27:00+00:00,2024-06-19 15:33:00+00:00,DEBIT,2777.48,USD,2365,CP5619,ONLINE,REFRSFU0V9L1R,2025-07-14 09:19:00+00:00
TXN0000000540,ACC00000043,2025-10-05 20:00:00+00:00,2025-05-05 19:03:00+00:00,DEBIT,2351.85,USD,5040,CP4813,ONLINE,REF6QSQGSCMLG,2024-01-12 09:38:00+00:00
TXN0000000541,ACC00000173,2026-02-21 14:47:00+00:00,2024-06-24 11:36:00+00:00,CREDIT,1268.12,GBP,3337,CP3321,BRANCH,REFWWIRVL67Y7,2024-06-21 12:03:00+00:00
TXN0000000542,ACC00000153,2024-11-01 04:37:00+00:00,2024-04-10 22:09:00+00:00,CREDIT,939.01,GBP,2655,CP8629,POS,REFEJBOK340RW,2026-01-29 23:52:00+00:00
TXN0000000543,ACC00000339,2025-09-14 00:28:00+00:00,2024-01-17 22:46:00+00:00,CREDIT,915.62,USD,7097,CP5394,ONLINE,REFX0YGUSOSN3,2024-08-07 09:17:00+00:00
TXN0000000544,ACC00000702,2024-10-01 20:30:00+00:00,2024-09-29 12:15:00+00:00,DEBIT,1262.53,USD,7523,CP7483,POS,REFMOBA82QV6Q,2025-06-12 06:32:00+00:00
TXN0000000545,ACC00000061,2024-05-26 19:26:00+00:00,2025-04-24 05:07:00+00:00,CREDIT,466.63,GBP,7944,CP2057,POS,REFZ093YCTWXD,2025-05-26 02:51:00+00:00
TXN0000000546,ACC00000334,2025-03-09 18:19:00+00:00,2025-02-26 05:56:00+00:00,DEBIT,1494.57,GBP,8353,CP6391,POS,REFJMS4OMG7ZT,2026-04-06 15:27:00+00:00
TXN0000000547,ACC00000018,2024-03-05 14:36:00+00:00,2026-01-11 12:25:00+00:00,CREDIT,1503.93,GBP,2013,CP7536,POS,REF9MBTHP3E36,2024-01-22 04:31:00+00:00
TXN0000000548,ACC00000617,2025-09-25 12:31:00+00:00,2026-01-12 00:13:00+00:00,CREDIT,375.87,USD,2032,CP2263,ONLINE,REFJEA1JZDZ1S,2025-09-18 21:36:00+00:00
TXN0000000549,ACC00000719,2024-01-23 17:00:00+00:00,2024-05-29 06:20:00+00:00,DEBIT,426.17,GBP,2255,CP1054,ONLINE,REFWFQI2O80TB,2025-12-11 06:46:00+00:00
TXN0000000550,ACC00000242,2025-07-20 19:29:00+00:00,2025-06-04 09:04:00+00:00,DEBIT,187.96,GBP,9369,CP7273,POS,REFAIZFGLLALZ,2025-01-03 03:27:00+00:00
TXN0000000551,ACC00000211,2024-11-10 21:43:00+00:00,2025-07-02 00:11:00+00:00,DEBIT,105.93,USD,8620,CP1942,ATM,REFARZ83XPB5B,2024-10-04 02:54:00+00:00
TXN0000000552,ACC00000745,2025-05-24 08:35:00+00:00,2025-09-29 10:22:00+00:00,CREDIT,2526.28,USD,2945,CP9378,POS,REFAX6JFN7SOB,2024-07-21 02:52:00+00:00
TXN0000000553,ACC00000710,2024-12-26 21:39:00+00:00,2025-11-04 19:37:00+00:00,DEBIT,1792.27,GBP,8614,CP8009,POS,REFVOEFBGYEWS,2026-04-25 14:43:00+00:00
TXN0000000554,ACC00000641,2025-08-07 09:25:00+00:00,2025-08-04 15:29:00+00:00,CREDIT,90.92,USD,2821,CP2247,POS,REFMORSZRENEN,2024-03-19 02:05:00+00:00
TXN0000000555,ACC00000164,2024-10-09 02:32:00+00:00,2026-02-27 07:46:00+00:00,DEBIT,93.29,GBP,1118,CP9927,ATM,REFEPROABQTYH,2025-06-05 10:45:00+00:00
TXN0000000556,ACC00000736,2024-07-17 19:51:00+00:00,2025-04-11 18:12:00+00:00,CREDIT,838.11,GBP,5387,CP7240,ONLINE,REFAEBYJUMMJ5,2025-11-15 22:20:00+00:00
TXN0000000557,ACC00000596,2025-05-31 09:07:00+00:00,2025-09-08 11:31:00+00:00,DEBIT,2484.4,USD,6465,CP5657,ATM,REF0HY9710S2W,2025-12-09 03:18:00+00:00
TXN0000000558,ACC00000546,2025-02-24 14:15:00+00:00,2025-08-15 10:48:00+00:00,DEBIT,890.69,GBP,3600,CP8718,POS,REFJLN4UPX7WN,2025-11-05 12:14:00+00:00
TXN0000000559,ACC00000025,2024-10-22 14:33:00+00:00,2024-12-20 02:36:00+00:00,DEBIT,833.66,GBP,1738,CP8413,ONLINE,REF10WCXYCYJN,2024-06-09 18:06:00+00:00
TXN0000000560,ACC00000745,2025-10-07 10:13:00+00:00,2025-10-20 04:16:00+00:00,DEBIT,642.43,GBP,8804,CP9867,POS,REFYHPIZCTVP3,2024-10-11 12:13:00+00:00
TXN0000000561,ACC00000382,2025-02-12 23:37:00+00:00,2026-01-07 14:17:00+00:00,DEBIT,286.34,GBP,2286,CP3448,POS,REF4QT3KSK4DP,2025-10-24 12:08:00+00:00
TXN0000000562,ACC00000012,2025-07-03 17:06:00+00:00,2025-11-29 02:04:00+00:00,CREDIT,1098.73,USD,9449,CP9159,ONLINE,REFG9IPLY1LK3,2024-04-05 07:00:00+00:00
TXN0000000563,ACC00000069,2025-01-24 09:49:00+00:00,2024-03-06 15:43:00+00:00,CREDIT,180.97,EUR,1366,CP3192,ONLINE,REF92OT1EJEZL,2024-12-16 11:47:00+00:00
TXN0000000564,ACC00000188,2025-08-21 17:01:00+00:00,2024-08-09 12:59:00+00:00,DEBIT,52.97,GBP,3455,CP9130,POS,REFGIS5FBLKAR,2026-04-08 21:30:00+00:00
TXN0000000565,ACC00000696,2024-09-28 09:20:00+00:00,2025-04-11 00:13:00+00:00,CREDIT,632.85,USD,3825,CP2832,ONLINE,REFK761JFA3LV,2025-06-05 05:54:00+00:00
TXN0000000566,ACC00000464,2024-01-11 19:10:00+00:00,2025-12-28 16:27:00+00:00,DEBIT,1631.26,GBP,2290,CP8001,BRANCH,REFFZR4XXN3YD,2025-02-19 05:36:00+00:00
TXN0000000567,ACC00000446,2025-11-09 20:32:00+00:00,2024-05-31 11:25:00+00:00,CREDIT,1497.55,EUR,4969,CP5993,ONLINE,REF0NQ9L6N5L8,2025-05-11 10:38:00+00:00
TXN0000000568,ACC00000217,2026-04-05 12:56:00+00:00,2025-10-30 14:55:00+00:00,DEBIT,618.6,GBP,2714,CP7110,POS,REFVLSHY7AI60,2025-07-02 14:36:00+00:00
TXN0000000569,ACC00000563,2024-01-11 10:10:00+00:00,2025-03-17 03:06:00+00:00,CREDIT,508.29,USD,7514,CP3498,POS,REF0OM13LF0RR,2025-03-06 02:39:00+00:00
TXN0000000570,ACC00000384,2024-05-01 01:10:00+00:00,2024-06-13 11:35:00+00:00,DEBIT,836.31,USD,1530,CP5786,ONLINE,REFZ4AS5LU8V2,2024-08-23 03:53:00+00:00
TXN0000000571,ACC00000586,2025-02-12 04:29:00+00:00,2024-10-25 23:54:00+00:00,DEBIT,382.72,GBP,6131,CP7415,ONLINE,REFBLZNXA0KG7,2024-12-05 13:11:00+00:00
TXN0000000572,ACC00000123,2024-02-10 12:25:00+00:00,2024-06-13 06:13:00+00:00,DEBIT,1502.49,USD,1572,CP9947,ONLINE,REF1BQ6JDQYMA,2024-04-09 08:58:00+00:00
TXN0000000573,ACC00000053,2024-10-23 17:38:00+00:00,2024-02-01 00:34:00+00:00,DEBIT,1146.12,USD,4126,CP4200,ONLINE,REFEBTMHWY5JS,2025-08-23 15:21:00+00:00
TXN0000000574,ACC00000543,2024-03-03 00:53:00+00:00,2024-02-13 11:25:00+00:00,CREDIT,689.24,EUR,6119,CP7942,ATM,REFFWI622J4Y6,2026-04-06 15:18:00+00:00
TXN0000000575,ACC00000024,2025-07-11 05:17:00+00:00,2024-09-12 01:47:00+00:00,DEBIT,52.71,GBP,7304,CP5969,ATM,REFS7RQG8G2QP,2025-08-18 19:08:00+00:00
TXN0000000576,ACC00000398,2025-07-01 08:22:00+00:00,2025-06-04 22:09:00+00:00,DEBIT,288.73,USD,2785,CP1369,POS,REFCPHEN6X2W6,2024-12-28 12:02:00+00:00
TXN0000000577,ACC00000665,2025-06-16 03:49:00+00:00,2025-08-14 05:40:00+00:00,DEBIT,350.21,GBP,2472,CP9560,ATM,REF6Y0QCTMMOJ,2025-10-06 07:31:00+00:00
TXN0000000578,ACC00000330,2024-08-14 00:35:00+00:00,2024-09-15 20:35:00+00:00,DEBIT,1174.44,GBP,8760,CP5975,POS,REF0PNEPBGHIH,2024-11-27 03:17:00+00:00
TXN0000000579,ACC00000779,2025-07-06 18:35:00+00:00,2024-05-22 16:29:00+00:00,DEBIT,923.61,USD,4898,CP6794,POS,REF6ZN7Q6DE7U,2026-02-05 05:03:00+00:00
TXN0000000580,ACC00000462,2024-07-13 21:51:00+00:00,2024-08-16 05:51:00+00:00,DEBIT,1472.71,GBP,5839,CP8446,ONLINE,REFAXIRUBMF27,2025-06-28 21:59:00+00:00
TXN0000000581,ACC00000036,2024-02-12 10:30:00+00:00,2024-04-23 01:56:00+00:00,DEBIT,1480.55,EUR,2472,CP2075,POS,REFRAEQRG7W0Y,2025-01-11 20:36:00+00:00
TXN0000000582,ACC00000051,2024-11-08 21:52:00+00:00,2025-04-28 21:45:00+00:00,CREDIT,560.29,EUR,8904,CP7949,ONLINE,REFYU6RF2SFNA,2025-03-12 15:13:00+00:00
TXN0000000583,ACC00000616,2025-07-07 17:15:00+00:00,2025-06-18 16:12:00+00:00,CREDIT,1651.43,GBP,5206,CP8681,ONLINE,REF4H07NK98PF,2025-09-26 17:53:00+00:00
TXN0000000584,ACC00000225,2025-09-25 19:47:00+00:00,2024-03-26 05:40:00+00:00,DEBIT,852.16,USD,2441,CP9673,ONLINE,REFINE982VHFM,2025-01-16 05:24:00+00:00
TXN0000000585,ACC00000226,2025-04-30 08:53:00+00:00,2025-03-27 07:45:00+00:00,CREDIT,2101.43,GBP,5568,,POS,REFUGH9VWIDV8,2025-03-01 09:13:00+00:00
TXN0000000586,ACC00000384,2026-01-31 03:35:00+00:00,2025-03-13 11:48:00+00:00,DEBIT,87.95,GBP,7679,CP2374,ONLINE,REFY8MD0MX8U2,2026-03-28 02:46:00+00:00
TXN0000000587,ACC00000642,2024-12-21 13:55:00+00:00,2024-10-24 17:22:00+00:00,DEBIT,612.63,GBP,6659,CP1349,ATM,REFF7BUEYP5VM,2024-09-22 13:37:00+00:00
TXN0000000588,ACC00000020,2024-08-30 00:09:00+00:00,2024-06-01 05:00:00+00:00,CREDIT,442.24,GBP,6967,CP4713,POS,REFBBS4WD9EBO,2025-06-26 01:14:00+00:00
TXN0000000589,ACC00000218,2025-04-02 11:58:00+00:00,2025-04-28 04:00:00+00:00,CREDIT,507.91,GBP,5915,CP8881,POS,REFUBIJ859O3Q,2025-03-10 11:35:00+00:00
TXN0000000590,ACC00000698,2024-01-14 01:00:00+00:00,2024-03-06 19:28:00+00:00,DEBIT,692.85,GBP,6368,CP7597,BRANCH,REF2S7VZ42PNA,2024-09-18 09:33:00+00:00
TXN0000000591,ACC00000188,2024-08-05 01:43:00+00:00,2024-01-24 17:18:00+00:00,CREDIT,119.86,GBP,2407,CP2479,ONLINE,REFUBHUIU30Y7,2024-09-16 22:15:00+00:00
TXN0000000592,ACC00000359,2024-12-19 23:24:00+00:00,2024-05-21 17:30:00+00:00,DEBIT,2407.86,GBP,4003,CP5654,POS,REFCJOA9656VH,2024-12-26 17:34:00+00:00
TXN0000000593,ACC00000002,2026-02-17 21:25:00+00:00,2024-09-16 21:04:00+00:00,DEBIT,677.43,GBP,5052,CP9181,POS,REFWZFG582BL9,2026-04-18 10:37:00+00:00
TXN0000000594,ACC00000521,2024-04-14 18:56:00+00:00,2025-03-23 21:45:00+00:00,DEBIT,20.72,EUR,4382,CP8386,ONLINE,REF1R4L1D7KAD,2025-06-11 01:41:00+00:00
TXN0000000595,ACC00000699,2026-03-08 19:22:00+00:00,2024-06-13 15:39:00+00:00,CREDIT,17.84,GBP,6574,CP8599,ATM,REFC5R25ECRIL,2025-04-27 03:08:00+00:00
TXN0000000596,ACC00000669,2025-10-22 06:01:00+00:00,2025-12-15 13:48:00+00:00,DEBIT,417.85,GBP,6966,CP7281,POS,REFMYK50PY7RN,2024-08-11 13:01:00+00:00
TXN0000000597,ACC00000349,2025-01-01 12:18:00+00:00,2024-08-02 20:25:00+00:00,DEBIT,996.81,GBP,2228,CP7693,ONLINE,REFJDWG2LKC2M,2025-08-12 16:54:00+00:00
TXN0000000598,ACC00000762,2024-04-09 17:16:00+00:00,2024-11-30 02:10:00+00:00,CREDIT,717.23,GBP,7799,CP9184,ONLINE,REFWEW3L2M093,2025-01-07 16:05:00+00:00
TXN0000000599,ACC00000391,2026-02-24 18:12:00+00:00,2025-10-01 23:46:00+00:00,CREDIT,425.62,GBP,5942,CP2313,POS,REF87IA8EGQVK,2024-09-07 23:15:00+00:00
TXN0000000600,ACC00000186,2026-04-25 14:34:00+00:00,2024-12-01 11:21:00+00:00,CREDIT,303.22,GBP,2427,CP8902,ATM,REFN64CL4QPUE,2026-02-22 07:45:00+00:00
TXN0000000601,ACC00000679,2025-11-11 09:27:00+00:00,2024-04-03 21:45:00+00:00,CREDIT,1432.08,GBP,6717,CP4718,POS,REFH1ERDNQL8D,2026-01-04 08:36:00+00:00
TXN0000000602,ACC00000038,2025-04-04 18:03:00+00:00,2024-01-20 00:23:00+00:00,DEBIT,126.52,GBP,7728,CP8082,ATM,REFLRLQBDIXA1,2025-12-08 06:11:00+00:00
TXN0000000603,ACC00000292,2025-05-29 15:58:00+00:00,2024-03-23 01:32:00+00:00,CREDIT,794.63,GBP,7654,CP8228,ONLINE,REF4OXXUYE1JK,2024-05-08 19:02:00+00:00
TXN0000000604,ACC00000479,2026-01-08 00:41:00+00:00,2024-04-27 19:19:00+00:00,DEBIT,1924.05,EUR,4168,CP6639,POS,REF6ZIJ9BLC72,2025-03-15 00:33:00+00:00
TXN0000000605,ACC00000366,2024-05-01 16:30:00+00:00,2025-12-06 17:49:00+00:00,DEBIT,663.46,GBP,1385,CP8953,ONLINE,REFK2VVOOFIIH,2024-01-05 19:05:00+00:00
TXN0000000606,ACC00000378,2024-06-14 13:56:00+00:00,2024-09-19 22:08:00+00:00,DEBIT,221.61,GBP,4217,CP4574,BRANCH,REFEFOG5WJ60L,2025-09-02 13:19:00+00:00
TXN0000000607,ACC00000132,2025-10-20 01:01:00+00:00,2024-05-11 13:56:00+00:00,DEBIT,626.09,GBP,7256,CP5639,ONLINE,REFZNPYEVQ2WO,2025-08-13 11:46:00+00:00
TXN0000000608,ACC00000527,2024-04-25 20:48:00+00:00,2024-06-26 06:44:00+00:00,DEBIT,21.29,GBP,4273,CP1957,ONLINE,REFY7PH5UPQLJ,2024-10-03 13:47:00+00:00
TXN0000000609,ACC00000298,2024-07-27 13:23:00+00:00,2024-02-18 00:13:00+00:00,CREDIT,16.61,GBP,4812,CP3496,POS,REFQZSC4VLZFC,2025-12-14 07:50:00+00:00
TXN0000000610,ACC00000441,2025-12-05 03:03:00+00:00,2025-03-04 00:28:00+00:00,DEBIT,446.97,GBP,9397,CP2659,ATM,REFMA21NTH5YQ,2025-06-05 05:10:00+00:00
TXN0000000611,ACC00000117,2024-08-24 08:58:00+00:00,2024-05-17 04:15:00+00:00,DEBIT,1650.46,GBP,7751,CP3991,ONLINE,REF6HCRGE9KS9,2024-04-21 20:50:00+00:00
TXN0000000612,ACC00000589,2024-10-29 09:16:00+00:00,2024-11-25 01:09:00+00:00,CREDIT,221.02,USD,6041,CP7804,POS,REF8QI29ETQM4,2026-01-05 07:26:00+00:00
TXN0000000613,ACC00000278,2024-05-14 19:38:00+00:00,2026-02-02 20:33:00+00:00,DEBIT,46.01,GBP,9338,CP7876,ONLINE,REFQ9XLGD2KZC,2024-03-25 02:36:00+00:00
TXN0000000614,ACC00000140,2024-02-14 12:30:00+00:00,2024-08-24 00:45:00+00:00,DEBIT,214.0,USD,7547,CP3663,ATM,REF3XJ6MN4VDQ,2026-02-12 19:50:00+00:00
TXN0000000615,ACC00000322,2024-10-07 21:21:00+00:00,2024-07-13 21:17:00+00:00,DEBIT,496.7,EUR,6452,CP8453,ONLINE,REFYJDQPX1UGJ,2025-07-11 21:02:00+00:00
TXN0000000616,ACC00000374,2025-03-08 17:57:00+00:00,2025-11-30 04:56:00+00:00,DEBIT,405.82,USD,1312,CP9262,ONLINE,REFZGWSPEFY44,2024-02-25 20:18:00+00:00
TXN0000000617,ACC00000278,2025-02-14 11:10:00+00:00,2026-04-18 20:17:00+00:00,DEBIT,117.16,GBP,1893,CP4914,POS,REF0FIXZPTYXR,2024-05-05 09:51:00+00:00
TXN0000000618,ACC00000234,2024-11-04 01:24:00+00:00,2024-07-21 14:21:00+00:00,CREDIT,1481.15,USD,8314,CP3912,ATM,REFFUUVNV295V,2025-09-30 18:39:00+00:00
TXN0000000619,ACC00000652,2024-05-25 04:07:00+00:00,2026-04-06 06:36:00+00:00,CREDIT,2209.38,GBP,5826,CP4407,ATM,REFRTW8IJFS14,2026-03-24 01:50:00+00:00
TXN0000000620,ACC00000602,2024-11-27 11:39:00+00:00,2024-04-27 13:49:00+00:00,CREDIT,535.29,EUR,5291,CP4267,ONLINE,REFVYWNPVZRMK,2025-05-07 15:46:00+00:00
TXN0000000621,ACC00000396,2025-09-03 13:55:00+00:00,2025-08-09 04:54:00+00:00,CREDIT,794.49,GBP,4420,,ATM,REFSJ4LNY4EIY,2025-07-07 12:02:00+00:00
TXN0000000622,ACC00000434,2025-05-04 04:20:00+00:00,2025-07-27 00:55:00+00:00,CREDIT,297.83,GBP,6334,CP9464,ONLINE,REFPPFPQ8ASZL,2026-02-23 06:58:00+00:00
TXN0000000623,ACC00000289,2025-03-11 05:11:00+00:00,2025-09-12 03:55:00+00:00,DEBIT,433.74,GBP,3938,CP4169,BRANCH,REFPO23C55KWN,2025-08-13 19:35:00+00:00
TXN0000000624,ACC00000346,2024-07-04 03:38:00+00:00,2025-03-01 22:25:00+00:00,DEBIT,884.15,GBP,6194,CP9194,ATM,REFO8PH66UQVA,2024-07-16 06:30:00+00:00
TXN0000000625,ACC00000482,2024-01-09 10:15:00+00:00,2024-08-14 03:27:00+00:00,CREDIT,1073.89,GBP,1023,CP3069,ONLINE,REFPAAOPZ41YY,2025-03-13 02:15:00+00:00
TXN0000000626,ACC00000708,2024-08-08 20:41:00+00:00,2026-03-14 13:39:00+00:00,CREDIT,819.77,USD,2053,CP1732,BRANCH,REFE70323RH5L,2025-03-03 15:38:00+00:00
TXN0000000627,ACC00000267,2025-11-06 09:28:00+00:00,2025-01-29 17:30:00+00:00,CREDIT,398.97,GBP,2435,CP8352,POS,REFAJAZUCX030,2024-04-28 10:01:00+00:00
TXN0000000628,ACC00000287,2026-03-23 00:16:00+00:00,2026-01-14 21:19:00+00:00,DEBIT,1051.52,USD,7770,CP8514,ATM,REF5OUL9VZAFZ,2025-06-15 07:48:00+00:00
TXN0000000629,ACC00000374,2025-05-25 09:30:00+00:00,2024-01-10 07:13:00+00:00,CREDIT,418.13,GBP,6994,CP7069,ONLINE,REF4JBVL2DRGH,2024-06-29 03:18:00+00:00
TXN0000000630,ACC00000603,2025-02-02 09:34:00+00:00,2024-01-02 08:23:00+00:00,DEBIT,24.47,USD,4784,CP2413,POS,REFVVQ4K3HO8G,2024-07-29 22:05:00+00:00
TXN0000000631,ACC00000690,2024-10-22 21:50:00+00:00,2024-10-12 08:04:00+00:00,CREDIT,200.96,GBP,7514,CP8678,POS,REFQHC3HS3XR5,2025-12-20 00:28:00+00:00
TXN0000000632,ACC00000132,2024-11-29 11:38:00+00:00,2024-01-20 12:06:00+00:00,DEBIT,261.39,USD,5254,CP1243,ONLINE,REFLP23MXOI7Y,2024-12-05 07:47:00+00:00
TXN0000000633,ACC00000035,2024-08-16 19:27:00+00:00,2025-03-22 12:16:00+00:00,DEBIT,698.3,GBP,8553,,ONLINE,REF72V0EKDQ1V,2025-07-30 22:21:00+00:00
TXN0000000634,ACC00000406,2024-11-30 05:06:00+00:00,2025-08-17 14:00:00+00:00,DEBIT,1.85,USD,1322,CP9896,POS,REF8ESZ5LUG0H,2025-04-28 23:40:00+00:00
TXN0000000635,ACC00000688,2026-04-23 07:34:00+00:00,2024-02-01 21:34:00+00:00,CREDIT,630.65,GBP,7436,CP5186,POS,REF7LVXLW7LHQ,2025-04-06 08:57:00+00:00
TXN0000000636,ACC00000501,2024-08-18 10:00:00+00:00,2024-10-21 09:50:00+00:00,DEBIT,1784.41,GBP,8129,CP5795,ONLINE,REF2XYXUBVMEC,2025-07-27 14:23:00+00:00
TXN0000000637,ACC00000480,2025-05-15 02:08:00+00:00,2026-01-22 10:35:00+00:00,CREDIT,492.75,GBP,7996,,ONLINE,REFJ6CT073GUA,2024-12-05 21:33:00+00:00
TXN0000000638,ACC00000433,2024-10-21 10:46:00+00:00,2024-01-29 03:21:00+00:00,DEBIT,848.07,GBP,8862,CP5516,ONLINE,REF62QHGENYPV,2024-12-02 16:10:00+00:00
TXN0000000639,ACC00000666,2024-12-22 06:06:00+00:00,2026-01-16 20:06:00+00:00,DEBIT,988.84,GBP,8953,CP8986,ONLINE,REF1YZSXHRAUR,2024-12-27 23:38:00+00:00
TXN0000000640,ACC00000128,2024-06-19 22:53:00+00:00,2025-05-16 13:19:00+00:00,DEBIT,1285.09,USD,9311,CP6753,POS,REFHD91W3WRRD,2026-04-25 16:41:00+00:00
TXN0000000641,ACC00000639,2025-09-02 01:00:00+00:00,2024-05-26 18:26:00+00:00,DEBIT,157.1,GBP,2623,,POS,REFU2PLCFOJD2,2024-07-06 06:41:00+00:00
TXN0000000642,ACC00000112,2026-01-28 07:25:00+00:00,2026-04-30 22:10:00+00:00,CREDIT,463.65,GBP,4407,CP7444,BRANCH,REF7ID7SBJ7TF,2025-04-08 14:08:00+00:00
TXN0000000643,ACC00000654,2024-05-10 21:11:00+00:00,2025-06-12 00:37:00+00:00,CREDIT,210.39,GBP,5337,CP3717,POS,REFMNPGT71K4F,2024-04-14 08:36:00+00:00
TXN0000000644,ACC00000165,2024-04-03 02:59:00+00:00,2024-05-12 09:06:00+00:00,DEBIT,227.65,USD,2056,CP4280,ONLINE,REF2Q8EWK8NR3,2024-01-24 04:03:00+00:00
TXN0000000645,ACC00000555,2026-01-04 15:15:00+00:00,2024-05-01 11:00:00+00:00,DEBIT,1441.17,USD,6061,,POS,REFTQJKCOAZ83,2026-02-26 06:35:00+00:00
TXN0000000646,ACC00000066,2026-03-08 20:09:00+00:00,2024-11-21 00:41:00+00:00,DEBIT,201.37,GBP,6606,CP7135,POS,REFR6XRJG90MB,2024-05-29 17:33:00+00:00
TXN0000000647,ACC00000336,2025-10-10 14:31:00+00:00,2025-09-16 13:39:00+00:00,DEBIT,982.33,USD,3452,CP9342,ONLINE,REFB12JHMPA5M,2025-09-07 13:43:00+00:00
TXN0000000648,ACC00000090,2024-06-09 13:49:00+00:00,2025-08-09 22:26:00+00:00,DEBIT,1622.4,USD,5489,CP9748,BRANCH,REF21JYGHPO1V,2024-03-27 05:19:00+00:00
TXN0000000649,ACC00000402,2024-10-04 17:41:00+00:00,2024-04-11 23:46:00+00:00,CREDIT,294.08,GBP,5513,CP6498,ONLINE,REFGKEYUXFDLU,2024-05-15 03:59:00+00:00
TXN0000000650,ACC00000034,2025-07-12 23:15:00+00:00,2026-03-02 06:07:00+00:00,DEBIT,454.07,GBP,9971,CP3458,POS,REFUUO0QBSMJ0,2025-03-03 23:21:00+00:00
TXN0000000651,ACC00000084,2025-09-24 11:35:00+00:00,2024-12-03 05:45:00+00:00,DEBIT,742.98,GBP,8097,CP3064,ONLINE,REFESPVXWAYJZ,2025-01-03 02:07:00+00:00
TXN0000000652,ACC00000004,2024-11-24 22:43:00+00:00,2024-12-05 11:10:00+00:00,DEBIT,976.17,GBP,5500,CP1856,BRANCH,REFNLFPH1KT03,2025-03-05 23:10:00+00:00
TXN0000000653,ACC00000748,2024-11-24 17:20:00+00:00,2025-12-15 07:44:00+00:00,DEBIT,316.42,GBP,2062,,POS,REFV0JBUKXPOZ,2026-02-28 17:02:00+00:00
TXN0000000654,ACC00000532,2024-06-24 05:37:00+00:00,2024-06-15 04:42:00+00:00,CREDIT,568.48,GBP,6183,CP6676,POS,REFRYLYD8UE15,2026-01-20 01:36:00+00:00
TXN0000000655,ACC00000132,2025-11-15 09:10:00+00:00,2026-03-23 17:59:00+00:00,DEBIT,153.08,GBP,4540,CP8836,POS,REFY3PMYQI0BF,2025-10-23 10:59:00+00:00
TXN0000000656,ACC00000182,2025-11-28 11:08:00+00:00,2024-02-19 10:32:00+00:00,CREDIT,11.86,GBP,6670,CP6010,ONLINE,REFXRLREJ84UG,2025-02-01 15:19:00+00:00
TXN0000000657,ACC00000568,2025-12-30 10:06:00+00:00,2026-05-07 17:12:00+00:00,CREDIT,161.55,GBP,1401,CP5864,POS,REFNZRQ5TECI8,2024-02-19 21:19:00+00:00
TXN0000000658,ACC00000268,2025-02-19 03:32:00+00:00,2025-04-11 20:28:00+00:00,CREDIT,2143.4,USD,1283,CP1920,ONLINE,REFPI0H5X19BB,2024-06-02 09:56:00+00:00
TXN0000000659,ACC00000094,2024-12-01 15:23:00+00:00,2025-10-13 09:15:00+00:00,DEBIT,457.42,USD,5349,,ONLINE,REFDM5KAW8JMH,2024-10-15 20:12:00+00:00
TXN0000000660,ACC00000586,2025-09-21 02:28:00+00:00,2024-12-24 08:47:00+00:00,DEBIT,660.53,GBP,4216,CP1041,ATM,REFJPN5HYEK8G,2024-04-10 07:59:00+00:00
TXN0000000661,ACC00000638,2024-03-09 01:21:00+00:00,2024-02-28 22:54:00+00:00,CREDIT,118.81,USD,6753,CP5673,POS,REFVP80W94ZO1,2024-10-16 14:37:00+00:00
TXN0000000662,ACC00000439,2024-02-23 16:54:00+00:00,2025-12-31 09:31:00+00:00,DEBIT,763.76,USD,2243,CP1020,ONLINE,REFUFS2UTKR48,2026-03-24 11:41:00+00:00
